media,terpene,terpene_pct,spindle,speed,temperature,viscosity,original_filename,Unnamed: 8
D8,Watermelon,0.0,CPA-40Z,100,67.73333333,74.99,D8+watermelon-11.13.23-728kcp.xlsx,
D8,Watermelon,0.0,CPA-52Z,0.8,25.23333333,723333.3333,D8+Watermelon-9.23-723kcp.xlsx,
D8,Watermelon,0.0,CPA-52Z,1,30.33333333,215900.0,D8+Watermelon-9.23-723kcp.xlsx,
D8,Watermelon,0.0,CPA-52Z,5,40.06666667,25610.0,D8+Watermelon-9.23-723kcp.xlsx,
D8,Watermelon,0.0,CPA-52Z,25,50.1,4868.333333,D8+Watermelon-9.23-723kcp.xlsx,
D8,Watermelon,0.0,CPA-40Z,50,59.66666667,331.5333333,D8+Watermelon-9.23-723kcp.xlsx,
D8,Watermelon,0.0,CPA-40Z,50,69.4,118.9666667,D8+Watermelon-9.23-723kcp.xlsx,
D8,Watermelon,0.0,CPA-52Z,1,24.66666667,247666.6667,D8+WatermelonSplash-248kcpviscosity-2.27.23.xlsx,
D8,Watermelon,0.0,CPA-52Z,5,29.8,65563.33333,D8+WatermelonSplash-248kcpviscosity-2.27.23.xlsx,
D8,Watermelon,0.0,CPA-52Z,20,39.6,6641.0,D8+WatermelonSplash-248kcpviscosity-2.27.23.xlsx,
D8,Watermelon,0.0,CPA-40Z,5,48.53333333,2828.333333,D8+WatermelonSplash-248kcpviscosity-2.27.23.xlsx,
D8,Watermelon,0.0,CPA-40Z,10,59.5,333.9333333,D8+WatermelonSplash-248kcpviscosity-2.27.23.xlsx,
D8,Watermelon,0.0,CPA-40Z,50,69.36666667,85.8,D8+WatermelonSplash-248kcpviscosity-2.27.23.xlsx,
D8,Unknown,0.0,CPA-52Z,2,24.96666667,190300.0,D8+WTRMLNSKTTLS+MWterps-200kcp.xlsx,
D8,Unknown,0.0,CPA-52Z,5,30.26666667,64663.33333,D8+WTRMLNSKTTLS+MWterps-200kcp.xlsx,
D8,Unknown,0.0,CPA-52Z,15,39.9,10386.66667,D8+WTRMLNSKTTLS+MWterps-200kcp.xlsx,
D8,Unknown,0.0,CPA-52Z,50,49.7,2418.333333,D8+WTRMLNSKTTLS+MWterps-200kcp.xlsx,
D8,Unknown,0.0,CPA-52Z,150,59.9,666.8,D8+WTRMLNSKTTLS+MWterps-200kcp.xlsx,
D8,Unknown,0.0,CPA-52Z,150,64.83333333,414.5333333,D8+WTRMLNSKTTLS+MWterps-200kcp.xlsx,
D8,Watermelon,0.0,CPA-40Z,0.05,25.46666667,247666.6667,D8- 3.28.2023 OG Watermelon.xlsx,
D8,Watermelon,0.0,CPA-40Z,0.1,32.0,57030.0,D8- 3.28.2023 OG Watermelon.xlsx,
D8,Watermelon,0.0,CPA-40Z,0.8,40.6,9286.333333,D8- 3.28.2023 OG Watermelon.xlsx,
D8,Watermelon,0.0,CPA-40Z,4,49.6,1879.333333,D8- 3.28.2023 OG Watermelon.xlsx,
D8,Watermelon,0.0,CPA-40Z,10,60.8,378.4666667,D8- 3.28.2023 OG Watermelon.xlsx,
D8,Watermelon,0.0,CPA-40Z,50,73.9,88.94333333,D8- 3.28.2023 OG Watermelon.xlsx,
D8,Guava,0.0,CPA-40Z,0.5,24.86666667,43566.66667,D8- Guava- Cream.xlsx,
D8,Guava,0.0,CPA-40Z,0.5,29.63333333,30083.33333,D8- Guava- Cream.xlsx,
D8,Guava,0.0,CPA-40Z,1,39.56666667,7917.666667,D8- Guava- Cream.xlsx,
D8,Guava,0.0,CPA-40Z,2,49.46666667,3111.0,D8- Guava- Cream.xlsx,
D8,Guava,0.0,CPA-40Z,40,59.1,293.7,D8- Guava- Cream.xlsx,
D8,Guava,0.0,CPA-40Z,100,69.23333333,174.4333333,D8- Guava- Cream.xlsx,
D9,Unknown,0.0,CPA-52Z,5,25.4,92816.66667,D9 JH+ TigersBlood-100kcp.xlsx,
D9,Unknown,0.0,CPA-52Z,15,30.33333333,35966.66667,D9 JH+ TigersBlood-100kcp.xlsx,
D9,Unknown,0.0,CPA-52Z,50,40.16666667,5873.666667,D9 JH+ TigersBlood-100kcp.xlsx,
D9,Unknown,0.0,CPA-52Z,75,49.46666667,1464.0,D9 JH+ TigersBlood-100kcp.xlsx,
D9,Unknown,0.0,CPA-52Z,75,57.5,509.6666667,D9 JH+ TigersBlood-100kcp.xlsx,
D9,Unknown,0.0,CPA-52Z,150,62.6,209.5666667,D9 JH+ TigersBlood-100kcp.xlsx,
D9,Tigers Blood,0.0,CPA-52Z,1,25.36666667,630233.3333,D9+Tigers Blood 630233cP.xlsx,
D9,Tigers Blood,0.0,CPA-52Z,2,30.4,167333.3333,D9+Tigers Blood 630233cP.xlsx,
D9,Tigers Blood,0.0,CPA-52Z,10,40.3,16750.0,D9+Tigers Blood 630233cP.xlsx,
D9,Tigers Blood,0.0,CPA-52Z,50,50.03333333,2344.333333,D9+Tigers Blood 630233cP.xlsx,
D9,Tigers Blood,0.0,CPA-52Z,150,59.66666667,358.0666667,D9+Tigers Blood 630233cP.xlsx,
D9,Tigers Blood,0.0,CPA-52Z,150,63.66666667,215.2,D9+Tigers Blood 630233cP.xlsx,
D9,Unknown,0.0,CPA-52Z,1,25.36666667,504333.3333,D9+TigersBlood 7-24-24 500kcp.xlsx,
D9,Unknown,0.0,CPA-52Z,5,30.4,134033.3333,D9+TigersBlood 7-24-24 500kcp.xlsx,
D9,Unknown,0.0,CPA-52Z,10,40.23333333,16663.33333,D9+TigersBlood 7-24-24 500kcp.xlsx,
D9,Unknown,0.0,CPA-52Z,50,50.1,2789.0,D9+TigersBlood 7-24-24 500kcp.xlsx,
D9,Unknown,0.0,CPA-52Z,150,60.1,562.6666667,D9+TigersBlood 7-24-24 500kcp.xlsx,
D9,Unknown,0.0,CPA-52Z,150,65.6,298.1,D9+TigersBlood 7-24-24 500kcp.xlsx,
D9,Vapen,0.0,CPA-40Z,0.5,24.9,36866.66667,D9- Vapen Distillate- PplNrdz.xlsx,
D9,Vapen,0.0,CPA-40Z,0.8,29.6,13400.0,D9- Vapen Distillate- PplNrdz.xlsx,
D9,Vapen,0.0,CPA-40Z,2,39.33333333,2044.666667,D9- Vapen Distillate- PplNrdz.xlsx,
D9,Vapen,0.0,CPA-40Z,10,49.43333333,435.1333333,D9- Vapen Distillate- PplNrdz.xlsx,
D9,Vapen,0.0,CPA-40Z,25,59.1,132.1666667,D9- Vapen Distillate- PplNrdz.xlsx,
D9,Vapen,0.0,CPA-40Z,75,69.03333333,41.62666667,D9- Vapen Distillate- PplNrdz.xlsx,
D9,Unknown,0.0,CPA-52Z,,,,D9.xlsx,
D9,Unknown,0.0,CPA-52Z,,,,D9.xlsx,
D9,Unknown,0.0,CPA-52Z,,,,D9.xlsx,
D9,Unknown,0.0,CPA-52Z,,,,D9.xlsx,
D9,Unknown,0.0,CPA-52Z,,,,D9.xlsx,
D9,Unknown,0.0,CPA-52Z,,,,D9.xlsx,
Rosin,Driros Drip,0.0,CPA-52Z,5,25.3,92023.33333,DRIROS Drip Rosin Viscosity 7.31.23.xlsx,
Rosin,Driros Drip,0.0,CPA-52Z,7,29.2,49816.66667,DRIROS Drip Rosin Viscosity 7.31.23.xlsx,
Rosin,Driros Drip,0.0,CPA-52Z,20,39.66666667,6985.0,DRIROS Drip Rosin Viscosity 7.31.23.xlsx,
Rosin,Driros Drip,0.0,CPA-52Z,75,49.43333333,1291.333333,DRIROS Drip Rosin Viscosity 7.31.23.xlsx,
Rosin,Driros Drip,0.0,CPA-40Z,30,58.66666667,94.76,DRIROS Drip Rosin Viscosity 7.31.23.xlsx,
Rosin,Driros Drip,0.0,CPA-40Z,75,68.93333333,37.52666667,DRIROS Drip Rosin Viscosity 7.31.23.xlsx,
D8,Applejacks,7.0,CPA-40Z,1,25.0,18963.33333,GER-D8-Apple Jack-93%.xlsx,
D8,Applejacks,7.0,CPA-40Z,2,30.1,8541.0,GER-D8-Apple Jack-93%.xlsx,
D8,Applejacks,7.0,CPA-40Z,5,40.0,2059.333333,GER-D8-Apple Jack-93%.xlsx,
D8,Applejacks,7.0,CPA-40Z,25,49.8,617.0333333,GER-D8-Apple Jack-93%.xlsx,
D8,Applejacks,7.0,CPA-40Z,50,59.66666667,205.8,GER-D8-Apple Jack-93%.xlsx,
D8,Applejacks,7.0,CPA-40Z,50,67.43333333,108.4766667,GER-D8-Apple Jack-93%.xlsx,
D8,Applejacks,20.0,CPA-40Z,1,25.46666667,9478.666667,GER-D8-Applejacks-80%.xlsx,
D8,Applejacks,20.0,CPA-40Z,3,30.4,4688.333333,GER-D8-Applejacks-80%.xlsx,
D8,Applejacks,20.0,CPA-40Z,15,40.13333333,1332.666667,GER-D8-Applejacks-80%.xlsx,
D8,Applejacks,20.0,CPA-40Z,50,50.2,390.6666667,GER-D8-Applejacks-80%.xlsx,
D8,Applejacks,20.0,CPA-40Z,50,61.53333333,150.1333333,GER-D8-Applejacks-80%.xlsx,
D8,Applejacks,20.0,CPA-40Z,75,68.3,75.22333333,GER-D8-Applejacks-80%.xlsx,
D8,Pinkberry,7.0,CPA-40Z,0.5,25.26666667,27540.0,GER-D8-Pink Berry-93%.xlsx,
D8,Pinkberry,7.0,CPA-40Z,1,30.1,11810.0,GER-D8-Pink Berry-93%.xlsx,
D8,Pinkberry,7.0,CPA-40Z,5,40.16666667,2635.0,GER-D8-Pink Berry-93%.xlsx,
D8,Pinkberry,7.0,CPA-40Z,25,50.16666667,679.7,GER-D8-Pink Berry-93%.xlsx,
D8,Pinkberry,7.0,CPA-40Z,50,60.26666667,209.9666667,GER-D8-Pink Berry-93%.xlsx,
D8,Pinkberry,7.0,CPA-40Z,50,,,GER-D8-Pink Berry-93%.xlsx,
D8,Pinkberry,20.0,CPA-40Z,1,25.5,16350.0,GER-D8-Pinkberry-80%.xlsx,
D8,Pinkberry,20.0,CPA-40Z,3,29.83333333,8327.666667,GER-D8-Pinkberry-80%.xlsx,
D8,Pinkberry,20.0,CPA-40Z,10,40.13333333,2042.0,GER-D8-Pinkberry-80%.xlsx,
D8,Pinkberry,20.0,CPA-40Z,30,49.9,661.5666667,GER-D8-Pinkberry-80%.xlsx,
D8,Pinkberry,20.0,CPA-40Z,50,60.03333333,234.7666667,GER-D8-Pinkberry-80%.xlsx,
D8,Pinkberry,20.0,CPA-40Z,75,66.13333333,117.5333333,GER-D8-Pinkberry-80%.xlsx,
D8,Skittlez,20.0,CPA-40Z,3,25.3,7090.0,GER-D8-skittlez-80%.xlsx,
D8,Skittlez,20.0,CPA-40Z,6,30.1,3643.333333,GER-D8-skittlez-80%.xlsx,
D8,Skittlez,20.0,CPA-40Z,15,40.0,1009.0,GER-D8-skittlez-80%.xlsx,
D8,Skittlez,20.0,CPA-40Z,50,50.0,304.6333333,GER-D8-skittlez-80%.xlsx,
D8,Skittlez,20.0,CPA-40Z,50,59.96666667,127.6666667,GER-D8-skittlez-80%.xlsx,
D8,Skittlez,20.0,CPA-40Z,75,67.6,60.69,GER-D8-skittlez-80%.xlsx,
D8,Skittlez,7.0,CPA-40Z,1,24.53333333,16463.33333,GER-D8-skittlez-93%.xlsx,
D8,Skittlez,7.0,CPA-40Z,2,29.16666667,8096.666667,GER-D8-skittlez-93%.xlsx,
D8,Skittlez,7.0,CPA-40Z,5,39.6,2007.333333,GER-D8-skittlez-93%.xlsx,
D8,Skittlez,7.0,CPA-40Z,25,49.63333333,610.0333333,GER-D8-skittlez-93%.xlsx,
D8,Skittlez,7.0,CPA-40Z,50,59.7,222.0,GER-D8-skittlez-93%.xlsx,
D8,Skittlez,7.0,CPA-40Z,50,67.53333333,122.2666667,GER-D8-skittlez-93%.xlsx,
D8,Lemon,7.0,CPA-40Z,0.5,25.4,25320.0,GER-D8-SUPER LEMON-93%.xlsx,
D8,Lemon,7.0,CPA-40Z,1,29.9,11606.66667,GER-D8-SUPER LEMON-93%.xlsx,
D8,Lemon,7.0,CPA-40Z,5,40.0,2639.0,GER-D8-SUPER LEMON-93%.xlsx,
D8,Lemon,7.0,CPA-40Z,25,51.06666667,689.5666667,GER-D8-SUPER LEMON-93%.xlsx,
D8,Lemon,7.0,CPA-40Z,50,60.1,257.9333333,GER-D8-SUPER LEMON-93%.xlsx,
D8,Lemon,7.0,CPA-40Z,50,67.83333333,139.1666667,GER-D8-SUPER LEMON-93%.xlsx,
D8,Lemon,20.0,CPA-40Z,2,25.46666667,7263.666667,GER-D8-SuperLemon-80%.xlsx,
D8,Lemon,20.0,CPA-40Z,5,29.8,3760.333333,GER-D8-SuperLemon-80%.xlsx,
D8,Lemon,20.0,CPA-40Z,25,40.43333333,722.7333333,GER-D8-SuperLemon-80%.xlsx,
D8,Lemon,20.0,CPA-40Z,50,50.23333333,303.6333333,GER-D8-SuperLemon-80%.xlsx,
D8,Lemon,20.0,CPA-40Z,50,60.2,125.2333333,GER-D8-SuperLemon-80%.xlsx,
D8,Lemon,20.0,CPA-40Z,75,68.0,64.99333333,GER-D8-SuperLemon-80%.xlsx,
D8,Watermelon,20.0,CPA-40Z,1,25.5,10640.0,GER-D8-Watermelon-80%.xlsx,
D8,Watermelon,20.0,CPA-40Z,3,33.56666667,4973.333333,GER-D8-Watermelon-80%.xlsx,
D8,Watermelon,20.0,CPA-40Z,10,40.3,1273.0,GER-D8-Watermelon-80%.xlsx,
D8,Watermelon,20.0,CPA-40Z,50,50.26666667,368.8666667,GER-D8-Watermelon-80%.xlsx,
D8,Watermelon,20.0,CPA-40Z,50,60.13333333,151.9333333,GER-D8-Watermelon-80%.xlsx,
D8,Watermelon,20.0,CPA-40Z,75,67.9,84.06333333,GER-D8-Watermelon-80%.xlsx,
D8,Watermelon,7.0,CPA-40Z,0.5,25.4,36293.33333,GER-D8-WATERMELON-93%.xlsx,
D8,Watermelon,7.0,CPA-40Z,1,21.33333333,14753.33333,GER-D8-WATERMELON-93%.xlsx,
D8,Watermelon,7.0,CPA-40Z,5,40.26666667,2949.333333,GER-D8-WATERMELON-93%.xlsx,
D8,Watermelon,7.0,CPA-40Z,25,50.1,774.6666667,GER-D8-WATERMELON-93%.xlsx,
D8,Watermelon,7.0,CPA-40Z,50,60.06666667,247.6666667,GER-D8-WATERMELON-93%.xlsx,
D8,Watermelon,7.0,CPA-40Z,50,66.03333333,145.2666667,GER-D8-WATERMELON-93%.xlsx,
Unknown,Unknown,0.0,CPA-52Z,0.5,26.5,403733.3333,KYNN- THCP KING LOUIS 6-28-23.xlsx,
Unknown,Unknown,0.0,CPA-52Z,2,30.0,194633.3333,KYNN- THCP KING LOUIS 6-28-23.xlsx,
Unknown,Unknown,0.0,CPA-52Z,10,39.06666667,27306.66667,KYNN- THCP KING LOUIS 6-28-23.xlsx,
Unknown,Unknown,0.0,CPA-52Z,50,49.16666667,4381.666667,KYNN- THCP KING LOUIS 6-28-23.xlsx,
Unknown,Unknown,0.0,CPA-40Z,20,59.46666667,362.3333333,KYNN- THCP KING LOUIS 6-28-23.xlsx,
Unknown,Unknown,0.0,CPA-40Z,75,69.96666667,86.83333333,KYNN- THCP KING LOUIS 6-28-23.xlsx,
D8,Blue Dream,0.0,CPA-52Z,2,25.3,228366.6667,KYNN-BLUE DREAM D8 6-27-23.xlsx,
D8,Blue Dream,0.0,CPA-52Z,5,29.3,106566.6667,KYNN-BLUE DREAM D8 6-27-23.xlsx,
D8,Blue Dream,0.0,CPA-52Z,10,40.76666667,13470.0,KYNN-BLUE DREAM D8 6-27-23.xlsx,
D8,Blue Dream,0.0,CPA-52Z,50,49.96666667,3122.333333,KYNN-BLUE DREAM D8 6-27-23.xlsx,
D8,Blue Dream,0.0,CPA-40Z,100,58.96666667,312.2333333,KYNN-BLUE DREAM D8 6-27-23.xlsx,
D8,Blue Dream,0.0,CPA-40Z,100,66.83333333,161.6666667,KYNN-BLUE DREAM D8 6-27-23.xlsx,
D8,Blueberry,0.0,CPA-52Z,3,25.03333333,164566.6667,KYNN-BLUEBERRY D8 6-26-23.xlsx,
D8,Blueberry,0.0,CPA-52Z,5,29.63333333,77263.33333,KYNN-BLUEBERRY D8 6-26-23.xlsx,
D8,Blueberry,0.0,CPA-52Z,10,39.76666667,13256.66667,KYNN-BLUEBERRY D8 6-26-23.xlsx,
D8,Blueberry,0.0,CPA-52Z,50,49.56666667,2810.0,KYNN-BLUEBERRY D8 6-26-23.xlsx,
D8,Blueberry,0.0,CPA-40Z,35,58.6,115.3666667,KYNN-BLUEBERRY D8 6-26-23.xlsx,
D8,Blueberry,0.0,CPA-40Z,75,67.16666667,38.02,KYNN-BLUEBERRY D8 6-26-23.xlsx,
D8,Lemon,0.0,CPA-40Z,0.4,26.3,47216.66667,KYNN-LEMON SKUNK D8 6-27-23.xlsx,
D8,Lemon,0.0,CPA-40Z,0.8,29.9,22936.66667,KYNN-LEMON SKUNK D8 6-27-23.xlsx,
D8,Lemon,0.0,CPA-40Z,2,40.46666667,3701.666667,KYNN-LEMON SKUNK D8 6-27-23.xlsx,
D8,Lemon,0.0,CPA-40Z,5,49.56666667,960.9666667,KYNN-LEMON SKUNK D8 6-27-23.xlsx,
D8,Lemon,0.0,CPA-40Z,50,58.6,295.4333333,KYNN-LEMON SKUNK D8 6-27-23.xlsx,
D8,Lemon,0.0,CPA-40Z,75,68.5,87.89666667,KYNN-LEMON SKUNK D8 6-27-23.xlsx,
D8,Kynn-Peanut,0.0,CPA-52Z,1,25.1,335350.0,KYNN-PEANUT D8 6-27-23.xlsx,
D8,Kynn-Peanut,0.0,CPA-52Z,3,29.46666667,125766.6667,KYNN-PEANUT D8 6-27-23.xlsx,
D8,Kynn-Peanut,0.0,CPA-52Z,10,39.2,17780.0,KYNN-PEANUT D8 6-27-23.xlsx,
D8,Kynn-Peanut,0.0,CPA-52Z,50,49.5,3021.333333,KYNN-PEANUT D8 6-27-23.xlsx,
D8,Kynn-Peanut,0.0,CPA-40Z,20,59.16666667,178.7666667,KYNN-PEANUT D8 6-27-23.xlsx,
D8,Kynn-Peanut,0.0,CPA-40Z,50,66.46666667,76.91,KYNN-PEANUT D8 6-27-23.xlsx,
Unknown,Unknown,0.0,CPA-40Z,0.25,24.76666667,1207333.333,Kynn-Strawberry Cough.xlsx,
Unknown,Unknown,0.0,CPA-40Z,0.5,30.1,316466.6667,Kynn-Strawberry Cough.xlsx,
Unknown,Unknown,0.0,CPA-40Z,5,39.3,39850.0,Kynn-Strawberry Cough.xlsx,
Unknown,Unknown,0.0,CPA-40Z,15,48.76666667,7038.0,Kynn-Strawberry Cough.xlsx,
Unknown,Unknown,0.0,CPA-40Z,115,58.83333333,701.7,Kynn-Strawberry Cough.xlsx,
Unknown,Unknown,0.0,CPA-52Z,25,69.1,176.1333333,Kynn-Strawberry Cough.xlsx,
D8,Kynn-Thcp Blend,0.0,CPA-52Z,0.1,26.6,4346133.333,KYNN-THCP Blend D8 6-26-23.xlsx,
D8,Kynn-Thcp Blend,0.0,CPA-52Z,0.1,30.03333333,1799400.0,KYNN-THCP Blend D8 6-26-23.xlsx,
D8,Kynn-Thcp Blend,0.0,CPA-52Z,3,39.8,133033.3333,KYNN-THCP Blend D8 6-26-23.xlsx,
D8,Kynn-Thcp Blend,0.0,CPA-52Z,20,49.8,21273.33333,KYNN-THCP Blend D8 6-26-23.xlsx,
D8,Kynn-Thcp Blend,0.0,CPA-52Z,50,59.63333333,4011.333333,KYNN-THCP Blend D8 6-26-23.xlsx,
D8,Kynn-Thcp Blend,0.0,CPA-52Z,75,65.16666667,1450.0,KYNN-THCP Blend D8 6-26-23.xlsx,
D8,Watermelon,0.0,CPA-52Z,3,25.56666667,139000.0,KYNN-watermelon D8 6-26-23.xlsx,
D8,Watermelon,0.0,CPA-52Z,8,29.46666667,64063.33333,KYNN-watermelon D8 6-26-23.xlsx,
D8,Watermelon,0.0,CPA-52Z,20,39.6,11074.33333,KYNN-watermelon D8 6-26-23.xlsx,
D8,Watermelon,0.0,CPA-52Z,75,49.36666667,1993.0,KYNN-watermelon D8 6-26-23.xlsx,
D8,Watermelon,0.0,CPA-40Z,25,60.1,377.7666667,KYNN-watermelon D8 6-26-23.xlsx,
D8,Watermelon,0.0,CPA-40Z,50,68.8,151.2,KYNN-watermelon D8 6-26-23.xlsx,
Unknown,Unknown,1.0,CPA-40Z,1,45.6,399000.0,LD 99%THC.xlsx,
Unknown,Unknown,1.0,CPA-40Z,1,46.8,228000.0,LD 99%THC.xlsx,
Unknown,Unknown,1.0,CPA-40Z,5,48.8,183000.0,LD 99%THC.xlsx,
Unknown,Unknown,1.0,CPA-40Z,10,50.7,147000.0,LD 99%THC.xlsx,
Unknown,Unknown,1.0,CPA-40Z,25,57.2,12000.0,LD 99%THC.xlsx,
Unknown,Unknown,10.0,CPA-40Z,1,38.5,272000.0,LD with 10% Tropicl Breeze Terp.xlsx,
Unknown,Unknown,10.0,CPA-40Z,1,40.1,198000.0,LD with 10% Tropicl Breeze Terp.xlsx,
Unknown,Unknown,10.0,CPA-40Z,5,43.8,75000.0,LD with 10% Tropicl Breeze Terp.xlsx,
Unknown,Unknown,10.0,CPA-40Z,10,47.4,31000.0,LD with 10% Tropicl Breeze Terp.xlsx,
Unknown,Unknown,10.0,CPA-40Z,25,52.0,12000.0,LD with 10% Tropicl Breeze Terp.xlsx,
Unknown,Unknown,5.0,CPA-40Z,1,34.9,293000.0,LD with 5% Orange Cream Terps.xlsx,
Unknown,Unknown,5.0,CPA-40Z,1,37.0,158000.0,LD with 5% Orange Cream Terps.xlsx,
Unknown,Unknown,5.0,CPA-40Z,5,41.0,56000.0,LD with 5% Orange Cream Terps.xlsx,
Unknown,Unknown,5.0,CPA-40Z,10,44.0,30000.0,LD with 5% Orange Cream Terps.xlsx,
Unknown,Unknown,5.0,CPA-40Z,25,49.0,15000.0,LD with 5% Orange Cream Terps.xlsx,
Liquid Diamonds,Unknown,0.0,CPA-52Z,0.1 RPM,25.56666667,2688000.0,Liquid diamonds- Maui Wowie- 4.18.23.xlsx,
