media,terpene,terpene_pct,spindle,speed,temperature,viscosity,original_filename,Unnamed: 8
Liquid Diamonds,Unknown,0.0,CPA-52Z,0.5 RPM,29.46666667,894300.0,Liquid diamonds- Maui Wowie- 4.18.23.xlsx,
Liquid Diamonds,Unknown,0.0,CPA-52Z,5.0 RPM,39.06666667,79430.0,Liquid diamonds- Maui Wowie- 4.18.23.xlsx,
Liquid Diamonds,Unknown,0.0,CPA-52Z,20.0 RPM,49.36666667,11030.0,Liquid diamonds- Maui Wowie- 4.18.23.xlsx,
Liquid Diamonds,Unknown,0.0,CPA-40Z,75.0 RPM,59.2,1704.0,Liquid diamonds- Maui Wowie- 4.18.23.xlsx,
Liquid Diamonds,Unknown,0.0,CPA-40Z,50.0 RPM,67.16666667,86.33,Liquid diamonds- Maui Wowie- 4.18.23.xlsx,
Unknown,Unknown,0.0,CPA-52Z,5,25.4,26723.33333,MFUSED+ENERGY 7-18-24.xlsx,
Unknown,Unknown,0.0,CPA-52Z,10,30.46666667,11220.0,MFUSED+ENERGY 7-18-24.xlsx,
Unknown,Unknown,0.0,CPA-52Z,50,40.36666667,2439.666667,MFUSED+ENERGY 7-18-24.xlsx,
Unknown,Unknown,0.0,CPA-52Z,150,50.23333333,589.1666667,MFUSED+ENERGY 7-18-24.xlsx,
Unknown,Unknown,0.0,CPA-52Z,175,59.93333333,176.9,MFUSED+ENERGY 7-18-24.xlsx,
Unknown,Unknown,0.0,CPA-52Z,175,64.6,117.9333333,MFUSED+ENERGY 7-18-24.xlsx,
Unknown,Unknown,0.0,CPA-40Z,0.05,25.4,310466.6667,MFUSED+SLEEPEN 7-18-24.xlsx,
Unknown,Unknown,0.0,CPA-40Z,0.1,30.4,86763.33333,MFUSED+SLEEPEN 7-18-24.xlsx,
Unknown,Unknown,0.0,CPA-40Z,0.5,,6483.766667,MFUSED+SLEEPEN 7-18-24.xlsx,
Unknown,Unknown,0.0,CPA-40Z,5,50.16666667,1721.333333,MFUSED+SLEEPEN 7-18-24.xlsx,
Unknown,Unknown,0.0,CPA-40Z,10,60.1,416.8,MFUSED+SLEEPEN 7-18-24.xlsx,
Unknown,Unknown,0.0,CPA-40Z,,,,MFUSED+SLEEPEN 7-18-24.xlsx,
D9,Mpx,0.0,CPA-52Z,0.05,25.2,10100000.0,MPX D9 Viscosity 12-19-2023.xlsx,
D9,Mpx,0.0,CPA-52Z,0.2,30.13333333,1942333.333,MPX D9 Viscosity 12-19-2023.xlsx,
D9,Mpx,0.0,CPA-52Z,2,39.83333333,140366.6667,MPX D9 Viscosity 12-19-2023.xlsx,
D9,Mpx,0.0,CPA-52Z,40,49.8,12190.0,MPX D9 Viscosity 12-19-2023.xlsx,
D9,Mpx,0.0,CPA-52Z,250,59.7,1913.666667,MPX D9 Viscosity 12-19-2023.xlsx,
D9,Mpx,2.5,CPA-52Z,0.4,25.26666667,746133.3333,MPX D9 with Tiger's Blood 2.5% Terp.xlsx,
D9,Mpx,2.5,CPA-52Z,1,30.0,,MPX D9 with Tiger's Blood 2.5% Terp.xlsx,
D9,Mpx,2.5,CPA-52Z,,,,MPX D9 with Tiger's Blood 2.5% Terp.xlsx,
D9,Mpx,2.5,CPA-52Z,,,,MPX D9 with Tiger's Blood 2.5% Terp.xlsx,
D9,Mpx,2.5,CPA-40Z,,,,MPX D9 with Tiger's Blood 2.5% Terp.xlsx,
D9,Mpx,2.5,CPA-40Z,,,,MPX D9 with Tiger's Blood 2.5% Terp.xlsx,
Resin,Mpx Live,0.0,CPA-40Z,0.3,25.3,62693.33333,MPX LIVE RESIN 1-2024.xlsx,
Resin,Mpx Live,0.0,CPA-40Z,0.5,30.26666667,22216.66667,MPX LIVE RESIN 1-2024.xlsx,
Resin,Mpx Live,0.0,CPA-40Z,2,40.13333333,3780.0,MPX LIVE RESIN 1-2024.xlsx,
Resin,Mpx Live,0.0,CPA-40Z,5,50.1,854.5666667,MPX LIVE RESIN 1-2024.xlsx,
Resin,Mpx Live,0.0,CPA-40Z,50,60.0,235.2666667,MPX LIVE RESIN 1-2024.xlsx,
Resin,Mpx Live,0.0,CPA-40Z,50,66.76666667,122.4333333,MPX LIVE RESIN 1-2024.xlsx,
Rosin,Mpx Live,0.0,CPA-52Z,5,25.4,71546.66667,MPX Live Rosin Viscosity.xlsx,
Rosin,Mpx Live,0.0,CPA-52Z,15,30.36666667,30603.33333,MPX Live Rosin Viscosity.xlsx,
Rosin,Mpx Live,0.0,CPA-52Z,50,40.2,6561.666667,MPX Live Rosin Viscosity.xlsx,
Rosin,Mpx Live,0.0,CPA-52Z,200,50.03333333,1504.0,MPX Live Rosin Viscosity.xlsx,
Rosin,Mpx Live,0.0,CPA-52Z,250,59.86666667,488.9666667,MPX Live Rosin Viscosity.xlsx,
Rosin,Mpx Live,0.0,CPA-40Z,,,,MPX Live Rosin Viscosity.xlsx,
Distillate,Mpx,0.0,CPA-52Z,0.5,25.26666667,1326000.0,MPXDistillate-MW 1Mcp.xlsx,
Distillate,Mpx,0.0,CPA-52Z,1,30.2,589166.6667,MPXDistillate-MW 1Mcp.xlsx,
Distillate,Mpx,0.0,CPA-52Z,2,40.2,38103.33333,MPXDistillate-MW 1Mcp.xlsx,
Distillate,Mpx,0.0,CPA-52Z,25,50.0,5620.0,MPXDistillate-MW 1Mcp.xlsx,
Distillate,Mpx,0.0,CPA-52Z,75,60.06666667,973.5333333,MPXDistillate-MW 1Mcp.xlsx,
Distillate,Mpx,0.0,CPA-52Z,75,65.36666667,219.3,MPXDistillate-MW 1Mcp.xlsx,
Distillate,Watermelon,0.0,CPA-52Z,0.8,25.3,750433.3333,MPXDistillate-WatermelonSkittlez-700kcp.xlsx,
Distillate,Watermelon,0.0,CPA-52Z,2,30.2,215366.6667,MPXDistillate-WatermelonSkittlez-700kcp.xlsx,
Distillate,Watermelon,0.0,CPA-52Z,5,40.1,19840.0,MPXDistillate-WatermelonSkittlez-700kcp.xlsx,
Distillate,Watermelon,0.0,CPA-52Z,25,50.06666667,3535.0,MPXDistillate-WatermelonSkittlez-700kcp.xlsx,
Distillate,Watermelon,0.0,CPA-40Z,50,60.43333333,88.75333333,MPXDistillate-WatermelonSkittlez-700kcp.xlsx,
Distillate,Watermelon,0.0,CPA-40Z,75,65.6,44.99666667,MPXDistillate-WatermelonSkittlez-700kcp.xlsx,
Unknown,Pink Berry,20.0,CPA-52Z,40,24.66666667,14806.66667,Only Grams 80% Pink Berry Viscosity.xlsx,
Unknown,Pink Berry,20.0,CPA-52Z,50,29.73333333,6953.333333,Only Grams 80% Pink Berry Viscosity.xlsx,
Unknown,Pink Berry,20.0,CPA-52Z,100,39.53333333,1127.0,Only Grams 80% Pink Berry Viscosity.xlsx,
Unknown,Pink Berry,20.0,CPA-40Z,100,49.56666667,151.3,Only Grams 80% Pink Berry Viscosity.xlsx,
Unknown,Pink Berry,20.0,CPA-40Z,150,60.0,42.43666667,Only Grams 80% Pink Berry Viscosity.xlsx,
Unknown,Pink Berry,20.0,CPA-40Z,,,,Only Grams 80% Pink Berry Viscosity.xlsx,
Unknown,Unknown,0.0,CPA-52Z,0.5,23.73333333,5249.333333,Rambutan 245a-viscosity.xlsx,
Unknown,Unknown,0.0,CPA-40Z,50,48.96666667,144.2333333,Rambutan 245a-viscosity.xlsx,
Resin,Raw Garden-Bluberry Cookies Live,0.0,CPA-40Z,0.1,25.86666667,58426.66667,Raw Garden-Bluberry Cookies Live Resin.xlsx,
Resin,Raw Garden-Bluberry Cookies Live,0.0,CPA-40Z,0.5,30.4,21573.33333,Raw Garden-Bluberry Cookies Live Resin.xlsx,
Resin,Raw Garden-Bluberry Cookies Live,0.0,CPA-40Z,1,39.9,3348.333333,Raw Garden-Bluberry Cookies Live Resin.xlsx,
Resin,Raw Garden-Bluberry Cookies Live,0.0,CPA-40Z,5,49.0,756.8666667,Raw Garden-Bluberry Cookies Live Resin.xlsx,
Resin,Raw Garden-Bluberry Cookies Live,0.0,CPA-40Z,50,59.5,185.9333333,Raw Garden-Bluberry Cookies Live Resin.xlsx,
Resin,Raw Garden-Bluberry Cookies Live,0.0,CPA-40Z,50,66.9,83.36333333,Raw Garden-Bluberry Cookies Live Resin.xlsx,
Unknown,Unknown,0.0,CPA-40Z,0.1,25.86666667,286700.0,Raw Garden-ld-viscocity.xlsx,
Unknown,Unknown,0.0,CPA-40Z,0.1,30.8,115566.6667,Raw Garden-ld-viscocity.xlsx,
Unknown,Unknown,0.0,CPA-40Z,0.5,39.53333333,8918.3,Raw Garden-ld-viscocity.xlsx,
Unknown,Unknown,0.0,CPA-40Z,5,49.3,1969.0,Raw Garden-ld-viscocity.xlsx,
Unknown,Unknown,0.0,CPA-40Z,10,59.33333333,434.2666667,Raw Garden-ld-viscocity.xlsx,
Unknown,Unknown,0.0,CPA-40Z,100,67.93333333,74.99,Raw Garden-ld-viscocity.xlsx,
Unknown,Unknown,0.0,CPA-52Z,1,23.2,384200.0,Raw Garden-Raspberry Liquid Diamond 384kcp.xlsx,
Unknown,Unknown,0.0,CPA-52Z,5,28.6,111000.0,Raw Garden-Raspberry Liquid Diamond 384kcp.xlsx,
Unknown,Unknown,0.0,CPA-52Z,10,38.33333333,15133.33333,Raw Garden-Raspberry Liquid Diamond 384kcp.xlsx,
Unknown,Unknown,0.0,CPA-52Z,75,48.4,1905.0,Raw Garden-Raspberry Liquid Diamond 384kcp.xlsx,
Unknown,Unknown,0.0,CPA-40Z,25,57.96666667,229.5333333,Raw Garden-Raspberry Liquid Diamond 384kcp.xlsx,
Unknown,Unknown,0.0,CPA-40Z,50,65.13333333,92.78,Raw Garden-Raspberry Liquid Diamond 384kcp.xlsx,
Rosin,Unknown,0.0,CPA-52Z,15,27.33333333,10976.66667,ROSIN #15  6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-52Z,15,29.66666667,9190.0,ROSIN #15  6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-52Z,75,40.06666667,2233.0,ROSIN #15  6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-40Z,75,49.93333333,98.58666667,ROSIN #15  6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-40Z,75,60.16666667,30.34666667,ROSIN #15  6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-40Z,250,66.83333333,13.11333333,ROSIN #15  6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-52Z,1,25.46666667,259300.0,ROSIN ABUNDANT Baker 6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-52Z,5,31.26666667,78106.66667,ROSIN ABUNDANT Baker 6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-52Z,10,40.83333333,14523.33333,ROSIN ABUNDANT Baker 6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-52Z,150,50.13333333,806.1333333,ROSIN ABUNDANT Baker 6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-40Z,50,59.03333333,118.9333333,ROSIN ABUNDANT Baker 6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-40Z,100,67.86666667,50.75,ROSIN ABUNDANT Baker 6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-52Z,2,26.06666667,285500.0,ROSIN Jenny KUSH 6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-52Z,5,31.03333333,110666.6667,ROSIN Jenny KUSH 6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-52Z,10,39.46666667,24553.33333,ROSIN Jenny KUSH 6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-52Z,150,49.56666667,1192.333333,ROSIN Jenny KUSH 6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-40Z,25,60.03333333,496.3333333,ROSIN Jenny KUSH 6-29-23.xlsx,
Rosin,Unknown,0.0,CPA-40Z,50,66.4,238.4,ROSIN Jenny KUSH 6-29-23.xlsx,
D9,Strawnana-Selectbriq,0.0,CPA-52Z,1,25.4,408533.3333,STRAWNANA-SELECTBRIQ-D9 viscosity.xlsx,
D9,Strawnana-Selectbriq,0.0,CPA-52Z,3,30.4,126800.0,STRAWNANA-SELECTBRIQ-D9 viscosity.xlsx,
D9,Strawnana-Selectbriq,0.0,CPA-52Z,15,40.26666667,17340.0,STRAWNANA-SELECTBRIQ-D9 viscosity.xlsx,
D9,Strawnana-Selectbriq,0.0,CPA-52Z,75,50.13333333,3298.666667,STRAWNANA-SELECTBRIQ-D9 viscosity.xlsx,
D9,Strawnana-Selectbriq,0.0,CPA-40Z,20,59.66666667,304.7666667,STRAWNANA-SELECTBRIQ-D9 viscosity.xlsx,
D9,Strawnana-Selectbriq,0.0,CPA-40Z,50,66.2,137.5333333,STRAWNANA-SELECTBRIQ-D9 viscosity.xlsx,
Unknown,Unknown,0.0,CPA-52Z,15,25.4,29543.33333,Sublime LRO-11.2023.xlsx,
Unknown,Unknown,0.0,CPA-52Z,50,30.06666667,12520.0,Sublime LRO-11.2023.xlsx,
Unknown,Unknown,0.0,CPA-52Z,150,40.03333333,767.2666667,Sublime LRO-11.2023.xlsx,
Unknown,Unknown,0.0,CPA-40Z,50,46.7,125.5666667,Sublime LRO-11.2023.xlsx,
Unknown,Unknown,0.0,CPA-40Z,75,59.66666667,36.39333333,Sublime LRO-11.2023.xlsx,
Unknown,Unknown,0.0,CPA-40Z,100,66.56666667,9.313333333,Sublime LRO-11.2023.xlsx,
D8,Tazofarms,0.0,CPA-52Z,1,23.46666667,114033.3333,TazoFarms D8 5-15-23.xlsx,
D8,Tazofarms,0.0,CPA-52Z,5,29.0,38416.66667,TazoFarms D8 5-15-23.xlsx,
D8,Tazofarms,0.0,CPA-52Z,15,39.13333333,6544.333333,TazoFarms D8 5-15-23.xlsx,
D8,Tazofarms,0.0,CPA-52Z,75,49.7,1132.0,TazoFarms D8 5-15-23.xlsx,
D8,Tazofarms,0.0,CPA-40Z,50,59.53333333,108.8333333,TazoFarms D8 5-15-23.xlsx,
D8,Tazofarms,0.0,CPA-40Z,75,67.5,49.18,TazoFarms D8 5-15-23.xlsx,
D9,Trumed Jh+Wat,0.0,CPA-52Z,1,23.73333333,704100.0,Trumed JH+wat-D9- 700kcp.xlsx,
D9,Trumed Jh+Wat,0.0,CPA-52Z,5,30.2,89010.0,Trumed JH+wat-D9- 700kcp.xlsx,
D9,Trumed Jh+Wat,0.0,CPA-52Z,10,39.7,12093.33333,Trumed JH+wat-D9- 700kcp.xlsx,
D9,Trumed Jh+Wat,0.0,CPA-52Z,15,47.36666667,672.0666667,Trumed JH+wat-D9- 700kcp.xlsx,
D9,Trumed Jh+Wat,0.0,CPA-40Z,100,59.06666667,92.52,Trumed JH+wat-D9- 700kcp.xlsx,
D9,Trumed Jh+Wat,0.0,CPA-40Z,250,66.46666667,16.25333333,Trumed JH+wat-D9- 700kcp.xlsx,
Distillate,Trumed-Jh,0.0,CPA-52Z,0.3 RPM,25.2,1993333.333,Trumed-JH Distillate- 2millioncp.xlsx,
Distillate,Trumed-Jh,0.0,CPA-52Z,1 RPM,30.1,508300.0,Trumed-JH Distillate- 2millioncp.xlsx,
Distillate,Trumed-Jh,0.0,CPA-52Z,5 RPM,39.7,53816.66667,Trumed-JH Distillate- 2millioncp.xlsx,
Distillate,Trumed-Jh,0.0,CPA-52Z,20 RPM,49.63333333,8308.0,Trumed-JH Distillate- 2millioncp.xlsx,
Distillate,Trumed-Jh,0.0,CPA-40Z,50 RPM,59.4,1958.0,Trumed-JH Distillate- 2millioncp.xlsx,
Distillate,Trumed-Jh,0.0,CPA-40Z, RPM,,,Trumed-JH Distillate- 2millioncp.xlsx,
D9,Trumed,0.0,CPA-52Z,1,25.2,700633.3333,TruMedD9-3-6-23.xlsx,
D9,Trumed,0.0,CPA-52Z,1.5,29.26666667,280466.6667,TruMedD9-3-6-23.xlsx,
D9,Trumed,0.0,CPA-52Z,5,39.73333333,24396.66667,TruMedD9-3-6-23.xlsx,
D9,Trumed,0.0,CPA-52Z,25,51.46666667,3545.333333,TruMedD9-3-6-23.xlsx,
D9,Trumed,0.0,CPA-40Z,50,59.7,99.76333333,TruMedD9-3-6-23.xlsx,
D9,Trumed,0.0,CPA-40Z,250,68.8,6.313333333,TruMedD9-3-6-23.xlsx,
D8,Urb Purple Urkle,0.0,CPA-52Z,0.1,25.1,2069333.333,URB Purple Urkle D8 6-28-23.xlsx,
D8,Urb Purple Urkle,0.0,CPA-52Z,0.5,29.6,648233.3333,URB Purple Urkle D8 6-28-23.xlsx,
D8,Urb Purple Urkle,0.0,CPA-52Z,5,39.2,65883.33333,URB Purple Urkle D8 6-28-23.xlsx,
D8,Urb Purple Urkle,0.0,CPA-52Z,15,49.13333333,9666.333333,URB Purple Urkle D8 6-28-23.xlsx,
D8,Urb Purple Urkle,0.0,CPA-52Z,75,59.06666667,1615.666667,URB Purple Urkle D8 6-28-23.xlsx,
Unknown,Unknown,0.0,CPA-52Z,0.2,24.93333333,1652333.333,URB Slurricane 6-28-23.xlsx,
Unknown,Unknown,0.0,CPA-52Z,0.5,29.66666667,503233.3333,URB Slurricane 6-28-23.xlsx,
Unknown,Unknown,0.0,CPA-52Z,5,39.2,53393.33333,URB Slurricane 6-28-23.xlsx,
Unknown,Unknown,0.0,CPA-52Z,15,48.96666667,9578.0,URB Slurricane 6-28-23.xlsx,
Unknown,Unknown,0.0,CPA-40Z,10,59.13333333,361.0,URB Slurricane 6-28-23.xlsx,
Unknown,Unknown,0.0,CPA-40Z,75,68.96666667,83.36,URB Slurricane 6-28-23.xlsx,
D8,Urb Tangie Banana,0.0,CPA-52Z,0.5,26.6,1256333.333,URB tangie Banana D8 6-28-23.xlsx,
D8,Urb Tangie Banana,0.0,CPA-52Z,1,29.6,586833.3333,URB tangie Banana D8 6-28-23.xlsx,
D8,Urb Tangie Banana,0.0,CPA-52Z,3,39.06666667,64733.33333,URB tangie Banana D8 6-28-23.xlsx,
D8,Urb Tangie Banana,0.0,CPA-52Z,10,48.9,9789.0,URB tangie Banana D8 6-28-23.xlsx,
D8,Urb Tangie Banana,0.0,CPA-40Z,35,59.06666667,571.5,URB tangie Banana D8 6-28-23.xlsx,
D8,Urb Tangie Banana,0.0,CPA-40Z,50,66.0,228.1,URB tangie Banana D8 6-28-23.xlsx,
Unknown,Unknown,0.0,CPA-40Z,0.03,25.26666667,4127666.667,Viscosity 4.13million 1-18-2023.xlsx,
Unknown,Unknown,0.0,CPA-40Z,0.2,31.8,617800.0,Viscosity 4.13million 1-18-2023.xlsx,
Unknown,Unknown,0.0,CPA-40Z,1.5,39.5,88550.0,Viscosity 4.13million 1-18-2023.xlsx,
Unknown,Unknown,0.0,CPA-40Z,10,49.43333333,11163.33333,Viscosity 4.13million 1-18-2023.xlsx,
Unknown,Unknown,0.0,CPA-40Z,50,59.2,2101.0,Viscosity 4.13million 1-18-2023.xlsx,
Unknown,Unknown,0.0,CPA-40Z,150,69.5,144.5666667,Viscosity 4.13million 1-18-2023.xlsx,
D8,Viscosity,0.0,CPA-40Z,1,23.8,11246.66667,Viscosity D8- 11kcp.xlsx,
D8,Viscosity,0.0,CPA-40Z,1,29.6,4368.333333,Viscosity D8- 11kcp.xlsx,
D8,Viscosity,0.0,CPA-40Z,5,39.7,1424.0,Viscosity D8- 11kcp.xlsx,
D8,Viscosity,0.0,CPA-40Z,10,49.5,340.1,Viscosity D8- 11kcp.xlsx,
D8,Viscosity,0.0,CPA-40Z,25,59.76666667,128.7,Viscosity D8- 11kcp.xlsx,
D8,Viscosity,0.0,CPA-40Z,50,69.46666667,61.37333333,Viscosity D8- 11kcp.xlsx,
D8,Viscosity,0.0,CPA-52Z,0.5,25.16666667,604833.3333,Viscosity D8- 600kcp-march2024.xlsx,
D8,Viscosity,0.0,CPA-52Z,2,30.33333333,169733.3333,Viscosity D8- 600kcp-march2024.xlsx,
D8,Viscosity,0.0,CPA-52Z,15,39.9,22526.66667,Viscosity D8- 600kcp-march2024.xlsx,
D8,Viscosity,0.0,CPA-52Z,50,50.0,3831.333333,Viscosity D8- 600kcp-march2024.xlsx,
D8,Viscosity,0.0,CPA-52Z,100,59.9,936.6,Viscosity D8- 600kcp-march2024.xlsx,
D8,Viscosity,0.0,CPA-52Z,150,62.56666667,550.3333333,Viscosity D8- 600kcp-march2024.xlsx,
Unknown,Unknown,0.0,CPA-52Z,,,,Viscosity template.xlsx,
Unknown,Unknown,0.0,CPA-52Z,,,,Viscosity template.xlsx,
Unknown,Unknown,0.0,CPA-52Z,,,,Viscosity template.xlsx,
Unknown,Unknown,0.0,CPA-52Z,,,,Viscosity template.xlsx,
Unknown,Unknown,0.0,CPA-40Z,,,,Viscosity template.xlsx,
Unknown,Unknown,0.0,CPA-40Z,,,,Viscosity template.xlsx,
D8,Viscosity-Pure,0.0,CPA-52Z,0.01,25.2,54346666.67,Viscosity-Pure D8 1.18.23.xlsx,
D8,Viscosity-Pure,0.0,CPA-52Z,0.05,30.86666667,8418333.333,Viscosity-Pure D8 1.18.23.xlsx,
D8,Viscosity-Pure,0.0,CPA-52Z,1,39.76666667,524666.6667,Viscosity-Pure D8 1.18.23.xlsx,
D8,Viscosity-Pure,0.0,CPA-52Z,5,49.56666667,46990.0,Viscosity-Pure D8 1.18.23.xlsx,
D8,Viscosity-Pure,0.0,CPA-52Z,15,59.4,7390.666667,Viscosity-Pure D8 1.18.23.xlsx,
D8,Viscosity-Pure,0.0,CPA-52Z,50,68.9,1751.333333,Viscosity-Pure D8 1.18.23.xlsx,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,74.43333333
,,,,,,,,
,,,,,,,,51.0
